symptom_text,ping_gateway,has_ip,ping_ip,ping_domain,ip_conflict,arp_table_ok,subnet_matches_gw,dns_response_time_ms,packet_loss_pct,traceroute_hops,network_type,os_type,diagnosis,severity,solutions,timestamp,dataset_version
name resolution delay causing page load failure,1,1,1,0,0,1,1,21623,0,11,Ethernet,macOS,DNS Timeout,Low,"Test DNS timeout: nslookup -timeout=5 google.com | Switch to a faster DNS server (1.1.1.1 is fastest globally) | Flush DNS cache — Windows: ipconfig /flushdns | Check if UDP port 53 is blocked by local firewall | Ping 1.1.1.1 — if that works but DNS times out, ISP is throttling DNS | Contact ISP — their DNS resolver may be degraded | Enable DNS over HTTPS/TLS to bypass ISP interference | Restart router to reset DNS cache and forwarder state",2024-01-17 20:00:00,3.0
rebooting router does not restore internet,0,1,0,0,0,1,1,1284,65,1,WiFi,Windows,Router Issue,Medium,Check if router is powered on — verify all indicator lights | Power cycle: unplug router for 30s then reconnect | Check WAN/Internet cable between router and modem | Verify ISP service is active — call ISP or check status page | Check router WAN IP in admin panel (usually 192.168.1.1) | Update router firmware from manufacturer website | Review router logs for PPPoE or DHCP errors from ISP | Factory reset router if all else fails,2024-01-17 21:00:00,3.0
ISP dns server responding too slowly,1,0,1,0,0,1,1,21027,2,19,Ethernet,macOS,DNS Timeout,Low,"Test DNS timeout: nslookup -timeout=5 google.com | Switch to a faster DNS server (1.1.1.1 is fastest globally) | Flush DNS cache — Windows: ipconfig /flushdns | Check if UDP port 53 is blocked by local firewall | Ping 1.1.1.1 — if that works but DNS times out, ISP is throttling DNS | Contact ISP — their DNS resolver may be degraded | Enable DNS over HTTPS/TLS to bypass ISP interference | Restart router to reset DNS cache and forwarder state",2024-01-17 22:00:00,3.0
changing DNS server fixes the problem,1,1,1,0,0,1,1,299,4,9,WiFi,Linux,DNS Issue,Low,"Change DNS to Google (8.8.8.8, 8.8.4.4) or Cloudflare (1.1.1.1) | Flush DNS cache — Windows: ipconfig /flushdns | Flush DNS cache — macOS: sudo dscacheutil -flushcache | Test with nslookup google.com to confirm DNS failure | Restart network adapter to clear DNS state | Check router DNS settings in admin panel | Try alternate DNS: Quad9 (9.9.9.9) or OpenDNS (208.67.222.222) | Disable DNS-over-HTTPS temporarily to test",2024-01-17 23:00:00,3.0
dhcp offer never received from server,0,0,0,0,0,1,0,2954,88,1,Ethernet,Linux,DHCP Failure,High,Verify DHCP is enabled in router admin panel | Release and renew: ipconfig /release && ipconfig /renew | Power cycle router — 30s off clears DHCP server state | Check DHCP pool is not exhausted (add more addresses) | Temporarily assign a static IP to confirm it is a DHCP issue | Check if device is in a VLAN that can reach the DHCP server | Increase DHCP lease time in router settings | Reset router DHCP scope to defaults,2024-01-18 00:00:00,3.0
dhcp scope may be exhausted on router,0,0,0,0,0,1,0,1965,82,0,Ethernet,Windows,DHCP Failure,High,Verify DHCP is enabled in router admin panel | Release and renew: ipconfig /release && ipconfig /renew | Power cycle router — 30s off clears DHCP server state | Check DHCP pool is not exhausted (add more addresses) | Temporarily assign a static IP to confirm it is a DHCP issue | Check if device is in a VLAN that can reach the DHCP server | Increase DHCP lease time in router settings | Reset router DHCP scope to defaults,2024-01-18 01:00:00,3.0
ip collision detected on LAN segment,0,1,0,0,1,0,1,1452,55,1,Ethernet,macOS,IP Conflict,High,"Identify conflicting device: arp -a | look for duplicate MACs | Release IP: ipconfig /release (Windows) or sudo dhclient -r | Renew IP: ipconfig /renew or sudo dhclient | If using static IP, move it outside DHCP pool range | Set DHCP reservations in router to prevent future conflicts | Check DHCP pool size — expand if needed | Restart router to clear stale DHCP lease table | Reserve MAC-to-IP bindings for all static devices in router",2024-01-18 02:00:00,3.0
ping replies coming from wrong MAC address,0,1,0,0,1,0,1,1074,50,2,WiFi,Windows,IP Conflict,High,"Identify conflicting device: arp -a | look for duplicate MACs | Release IP: ipconfig /release (Windows) or sudo dhclient -r | Renew IP: ipconfig /renew or sudo dhclient | If using static IP, move it outside DHCP pool range | Set DHCP reservations in router to prevent future conflicts | Check DHCP pool size — expand if needed | Restart router to clear stale DHCP lease table | Reserve MAC-to-IP bindings for all static devices in router",2024-01-18 03:00:00,3.0
no ip address assigned by dhcp server,0,0,0,0,0,1,0,571,94,1,Ethernet,Linux,DHCP Failure,High,Verify DHCP is enabled in router admin panel | Release and renew: ipconfig /release && ipconfig /renew | Power cycle router — 30s off clears DHCP server state | Check DHCP pool is not exhausted (add more addresses) | Temporarily assign a static IP to confirm it is a DHCP issue | Check if device is in a VLAN that can reach the DHCP server | Increase DHCP lease time in router settings | Reset router DHCP scope to defaults,2024-01-18 04:00:00,3.0
google.com does not resolve to any IP,1,0,1,0,0,1,1,139,3,9,Ethernet,macOS,DNS Issue,Low,"Change DNS to Google (8.8.8.8, 8.8.4.4) or Cloudflare (1.1.1.1) | Flush DNS cache — Windows: ipconfig /flushdns | Flush DNS cache — macOS: sudo dscacheutil -flushcache | Test with nslookup google.com to confirm DNS failure | Restart network adapter to clear DNS state | Check router DNS settings in admin panel | Try alternate DNS: Quad9 (9.9.9.9) or OpenDNS (208.67.222.222) | Disable DNS-over-HTTPS temporarily to test",2024-01-18 05:00:00,3.0
network adapter reporting address conflict,0,1,0,0,1,0,1,1315,24,2,Ethernet,Windows,IP Conflict,High,"Identify conflicting device: arp -a | look for duplicate MACs | Release IP: ipconfig /release (Windows) or sudo dhclient -r | Renew IP: ipconfig /renew or sudo dhclient | If using static IP, move it outside DHCP pool range | Set DHCP reservations in router to prevent future conflicts | Check DHCP pool size — expand if needed | Restart router to clear stale DHCP lease table | Reserve MAC-to-IP bindings for all static devices in router",2024-01-18 06:00:00,3.0
network adapter shows limited connectivity,0,0,0,0,0,1,0,1899,90,0,WiFi,macOS,DHCP Failure,High,Verify DHCP is enabled in router admin panel | Release and renew: ipconfig /release && ipconfig /renew | Power cycle router — 30s off clears DHCP server state | Check DHCP pool is not exhausted (add more addresses) | Temporarily assign a static IP to confirm it is a DHCP issue | Check if device is in a VLAN that can reach the DHCP server | Increase DHCP lease time in router settings | Reset router DHCP scope to defaults,2024-01-18 07:00:00,3.0
UDP port 53 queries dropping frequently,1,1,1,0,0,1,1,8277,1,8,Ethernet,Windows,DNS Timeout,Low,"Test DNS timeout: nslookup -timeout=5 google.com | Switch to a faster DNS server (1.1.1.1 is fastest globally) | Flush DNS cache — Windows: ipconfig /flushdns | Check if UDP port 53 is blocked by local firewall | Ping 1.1.1.1 — if that works but DNS times out, ISP is throttling DNS | Contact ISP — their DNS resolver may be degraded | Enable DNS over HTTPS/TLS to bypass ISP interference | Restart router to reset DNS cache and forwarder state",2024-01-18 08:00:00,3.0
automatic private ip assigned instead of network ip,0,0,0,0,0,1,0,2535,92,1,WiFi,macOS,DHCP Failure,High,Verify DHCP is enabled in router admin panel | Release and renew: ipconfig /release && ipconfig /renew | Power cycle router — 30s off clears DHCP server state | Check DHCP pool is not exhausted (add more addresses) | Temporarily assign a static IP to confirm it is a DHCP issue | Check if device is in a VLAN that can reach the DHCP server | Increase DHCP lease time in router settings | Reset router DHCP scope to defaults,2024-01-18 09:00:00,3.0
ip address unavailable conflict with another host,0,1,0,0,1,0,1,1167,31,2,WiFi,Windows,IP Conflict,High,"Identify conflicting device: arp -a | look for duplicate MACs | Release IP: ipconfig /release (Windows) or sudo dhclient -r | Renew IP: ipconfig /renew or sudo dhclient | If using static IP, move it outside DHCP pool range | Set DHCP reservations in router to prevent future conflicts | Check DHCP pool size — expand if needed | Restart router to clear stale DHCP lease table | Reserve MAC-to-IP bindings for all static devices in router",2024-01-18 10:00:00,3.0
device keeps losing connectivity every minute,0,1,0,0,1,0,1,835,56,1,WiFi,Linux,IP Conflict,High,"Identify conflicting device: arp -a | look for duplicate MACs | Release IP: ipconfig /release (Windows) or sudo dhclient -r | Renew IP: ipconfig /renew or sudo dhclient | If using static IP, move it outside DHCP pool range | Set DHCP reservations in router to prevent future conflicts | Check DHCP pool size — expand if needed | Restart router to clear stale DHCP lease table | Reserve MAC-to-IP bindings for all static devices in router",2024-01-18 11:00:00,3.0
internet connected but no browsing possible,1,1,1,1,0,1,1,213,1,18,WiFi,Linux,DNS Issue,Low,"Change DNS to Google (8.8.8.8, 8.8.4.4) or Cloudflare (1.1.1.1) | Flush DNS cache — Windows: ipconfig /flushdns | Flush DNS cache — macOS: sudo dscacheutil -flushcache | Test with nslookup google.com to confirm DNS failure | Restart network adapter to clear DNS state | Check router DNS settings in admin panel | Try alternate DNS: Quad9 (9.9.9.9) or OpenDNS (208.67.222.222) | Disable DNS-over-HTTPS temporarily to test",2024-01-18 12:00:00,3.0
router stuck in boot loop,0,1,0,0,0,1,1,3266,77,2,WiFi,Windows,Router Issue,Medium,Check if router is powered on — verify all indicator lights | Power cycle: unplug router for 30s then reconnect | Check WAN/Internet cable between router and modem | Verify ISP service is active — call ISP or check status page | Check router WAN IP in admin panel (usually 192.168.1.1) | Update router firmware from manufacturer website | Review router logs for PPPoE or DHCP errors from ISP | Factory reset router if all else fails,2024-01-18 13:00:00,3.0
cannot ARP for gateway across subnet boundary,0,1,0,0,0,1,0,2413,99,1,Ethernet,Windows,Subnet Mismatch,Medium,"Check device IP and mask: ipconfig /all or ip addr | Identify gateway IP and its subnet | Verify device subnet contains the gateway IP (use subnet calculator) | Example correct config: device 192.168.1.50/24, gateway 192.168.1.1 | Set correct subnet mask: 255.255.255.0 for /24 networks | If using static IP, reconfigure with matching subnet | Check DHCP server subnet option — it may be misconfigured | Restart network after fixing subnet to apply changes",2024-01-18 14:00:00,3.0
router dhcp disabled causing no ip assignment,0,0,0,0,0,1,0,1350,96,1,Ethernet,macOS,DHCP Failure,High,Verify DHCP is enabled in router admin panel | Release and renew: ipconfig /release && ipconfig /renew | Power cycle router — 30s off clears DHCP server state | Check DHCP pool is not exhausted (add more addresses) | Temporarily assign a static IP to confirm it is a DHCP issue | Check if device is in a VLAN that can reach the DHCP server | Increase DHCP lease time in router settings | Reset router DHCP scope to defaults,2024-01-18 15:00:00,3.0
connectivity drops when second device joins network,0,1,0,0,1,0,1,1367,34,2,Ethernet,Windows,IP Conflict,High,"Identify conflicting device: arp -a | look for duplicate MACs | Release IP: ipconfig /release (Windows) or sudo dhclient -r | Renew IP: ipconfig /renew or sudo dhclient | If using static IP, move it outside DHCP pool range | Set DHCP reservations in router to prevent future conflicts | Check DHCP pool size — expand if needed | Restart router to clear stale DHCP lease table | Reserve MAC-to-IP bindings for all static devices in router",2024-01-18 16:00:00,3.0
internet keeps dropping every few minutes,0,1,0,0,0,1,1,2129,71,1,Ethernet,Windows,Router Issue,Medium,Check if router is powered on — verify all indicator lights | Power cycle: unplug router for 30s then reconnect | Check WAN/Internet cable between router and modem | Verify ISP service is active — call ISP or check status page | Check router WAN IP in admin panel (usually 192.168.1.1) | Update router firmware from manufacturer website | Review router logs for PPPoE or DHCP errors from ISP | Factory reset router if all else fails,2024-01-18 17:00:00,3.0
route print shows no default gateway,0,1,0,0,0,1,1,3005,100,1,Ethernet,Windows,Gateway Unreachable,Medium,Verify gateway IP: route print (Windows) or ip route show (Linux) | Ping gateway: ping <gateway_ip> — confirm it is unreachable | Re-enter correct default gateway in network settings | Check if gateway device is powered on and its port is active | Restart your network adapter | Check routing table for stale or conflicting routes | Reset TCP/IP stack: netsh int ip reset (Windows) | Verify no firewall rule is blocking ICMP to gateway,2024-01-18 18:00:00,3.0
gateway device appears to be offline,0,1,0,0,0,1,1,1730,97,1,Ethernet,macOS,Gateway Unreachable,Medium,Verify gateway IP: route print (Windows) or ip route show (Linux) | Ping gateway: ping <gateway_ip> — confirm it is unreachable | Re-enter correct default gateway in network settings | Check if gateway device is powered on and its port is active | Restart your network adapter | Check routing table for stale or conflicting routes | Reset TCP/IP stack: netsh int ip reset (Windows) | Verify no firewall rule is blocking ICMP to gateway,2024-01-18 19:00:00,3.0
